participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal
debjit2001,TheBlindSide_014.mp4,2025-10-23 15:58:20.722,67.78,1,75,"[64, 65, 63, 66, 67, 66, 67, 65, 67, 68, 69, 70, 71, 73, 75, 72, 67, 65]",3,3
aritra,TheBlindSide_014.mp4,2025-10-28 13:58:56.315,69.15,-14,79,"[75, 67, 65, 66, 68, 69, 77, 79, 78, 76, 73, 71, 70, 67, 67, 65, 64, 63, 62, 61]",2,1
sayantankuila,TheBlindSide_014.mp4,2025-11-20 07:56:20.425,77.69,-1,80,"[79, 76, 75, 75, 76, 78, 80, 80, 78, 78, 78, 79, 77, 78, 78, 78]",4,3
ajaycc17,TheBlindSide_014.mp4,2025-12-09 13:01:25.583,105.71,2,110,"[107, 107, 105, 103, 105, 103, 102, 102, 103, 105, 106, 107, 110, 109, 107, 107, 109]",2,2
Nishant,TheBlindSide_015.mp4,2025-10-17 08:21:07.327,81.5,1,84,"[83, 81, 80, 81, 84, 81, 79, 80, 81, 84, 82, 81, 80, 81, 81, 81, 83, 84]",2,2
debjit2001,TheBlindSide_015.mp4,2025-10-23 15:47:02.992,64.52,0,72,"[65, 68, 69, 66, 65, 68, 71, 72, 63, 61, 62, 61, 62, 61, 60, 61, 66, 64, 63, 62, 65]",3,1
pranjal123,TheBlindSide_015.mp4,2025-10-29 11:09:16.524,77.47,1,84,"[77, 78, 79, 83, 84, 79, 77, 80, 79, 77, 76, 73, 74, 77, 78, 75, 73, 75, 78]",3,4
aritra,TheBlindSide_015.mp4,2025-11-06 10:57:34.576,77.68,-6,83,"[80, 79, 78, 79, 78, 77, 77, 77, 81, 83, 79, 76, 77, 79, 80, 75, 74, 73, 74]",1,1
sayantankuila,TheBlindSide_015.mp4,2025-11-21 13:34:27.311,95.82,5,103,"[92, 91, 91, 92, 93, 93, 94, 95, 96, 98, 100, 103, 101, 99, 97, 97, 97]",4,3
ajaycc17,TheBlindSide_015.mp4,2025-12-25 13:28:05.076,95.27,0,100,"[97, 93, 91, 93, 91, 89, 90, 93, 96, 98, 99, 100, 98, 97, 96, 95, 95, 95, 96, 98, 99, 97]",3,3
Nishant,TheBlindSide_016.mp4,2025-10-17 08:59:46.470,75.5,-6,82,"[82, 81, 81, 79, 77, 75, 73, 74, 75, 76, 74, 72, 74, 72, 73, 72, 73, 76]",3,2
debjit2001,TheBlindSide_016.mp4,2025-10-23 14:51:13.006,63.67,-2,68,"[68, 66, 64, 63, 61, 62, 62, 63, 64, 64, 64, 63, 62, 63, 66]",3,3
aritra,TheBlindSide_016.mp4,2025-10-28 13:42:26.885,65.76,-6,70,"[67, 68, 70, 67, 65, 68, 69, 70, 68, 65, 67, 65, 63, 61, 62, 63, 64, 68, 66, 64, 61]",3,3
pranjal123,TheBlindSide_016.mp4,2025-10-29 10:54:49.645,78.19,2,81,"[79, 78, 78, 79, 79, 79, 77, 76, 77, 78, 79, 77, 76, 78, 80, 81]",2,2
sayantankuila,TheBlindSide_016.mp4,2025-11-20 07:50:43.386,78.78,-8,85,"[84, 85, 84, 83, 80, 78, 78, 77, 75, 75, 75, 79, 82, 79, 78, 76, 74, 76]",4,4
ajaycc17,TheBlindSide_016.mp4,2025-12-09 12:43:46.307,104.7,-2,109,"[105, 105, 105, 106, 105, 107, 109, 109, 104, 104, 105, 104, 102, 102, 104, 104, 105, 103, 103, 103]",2,3
Nishant,TheBlindSide_017.mp4,2025-10-17 08:46:35.276,84.0,-11,88,"[87, 86, 85, 86, 87, 88, 87, 86, 85, 86, 86, 83, 79, 81, 83, 85, 86, 82, 82, 78, 76]",3,4
debjit2001,TheBlindSide_017.mp4,2025-10-22 07:16:38.315,62.0,-2,69,"[67, 69, 67, 64, 64, 63, 60, 60, 62, 60, 59, 58, 57, 57, 58, 59, 63, 66, 65]",4,4
aritra,TheBlindSide_017.mp4,2025-10-28 14:01:58.479,66.39,3,73,"[61, 61, 62, 63, 64, 64, 64, 66, 71, 72, 73, 71, 69, 70, 69, 66, 65, 64]",5,3
pranjal123,TheBlindSide_017.mp4,2025-10-29 11:14:18.871,75.0,1,77,"[75, 74, 73, 72, 74, 76, 75, 74, 74, 75, 76, 76, 76, 75, 75, 76, 76, 77, 76]",3,5
ajaycc17,TheBlindSide_017.mp4,2025-11-16 13:39:22.409,80.55,-1,84,"[80, 80, 81, 82, 82, 83, 81, 80, 84, 83, 82, 81, 82, 81, 80, 79, 78, 76, 77, 79]",1,3
sayantankuila,TheBlindSide_017.mp4,2025-11-21 13:07:44.341,89.85,-2,95,"[90, 88, 88, 88, 87, 86, 86, 85, 89, 92, 94, 95, 95, 93, 92, 90, 90, 91, 90, 88]",4,3
Nishant,TheBlindSide_018.mp4,2025-10-17 09:39:55.608,82.6,2,92,"[81, 84, 91, 92, 87, 84, 77, 76, 78, 79, 81, 82, 83, 83, 83, 83, 82, 81, 82, 83]",3,3
debjit2001,TheBlindSide_018.mp4,2025-10-23 14:35:07.096,62.93,-2,66,"[65, 66, 65, 64, 63, 62, 61, 61, 62, 63, 63, 61, 62, 63]",4,3
aritra,TheBlindSide_018.mp4,2025-10-28 15:32:53.930,74.73,6,78,"[72, 76, 77, 76, 77, 75, 74, 73, 72, 73, 74, 74, 74, 76, 78]",2,2
pranjal123,TheBlindSide_018.mp4,2025-10-29 11:33:02.655,77.16,6,82,"[71, 75, 80, 79, 82, 81, 80, 81, 80, 78, 75, 76, 75, 75, 75, 74, 75, 77, 77]",3,2
sayantankuila,TheBlindSide_018.mp4,2025-11-21 13:04:10.409,87.0,-1,91,"[90, 91, 89, 85, 83, 81, 81, 82, 84, 88, 89, 90, 89, 90, 89, 88, 87, 87, 87, 88, 89]",3,3
ajaycc17,TheBlindSide_018.mp4,2025-12-09 14:16:57.086,100.19,1,104,"[97, 100, 102, 101, 101, 102, 101, 104, 103, 101, 100, 99, 97, 98, 99, 98]",3,2
debjit2001,TheBlindSide_019.mp4,2025-10-15 16:34:02.900,69.18,0,72,"[68, 69, 70, 69, 69, 69, 70, 72, 71, 69, 68, 69, 68, 69, 69, 69, 68]",3,3
aritra,TheBlindSide_019.mp4,2025-11-06 10:39:10.431,73.09,1,86,"[69, 68, 69, 69, 70, 72, 78, 86, 83, 78, 70, 70, 71, 74, 77, 76, 74, 71, 71, 71, 71, 70]",2,2
sayantankuila,TheBlindSide_019.mp4,2025-11-20 07:46:25.341,82.05,-1,86,"[81, 81, 85, 86, 84, 82, 81, 80, 79, 81, 81, 82, 82, 82, 83, 85, 83, 81, 80]",4,5
ajaycc17,TheBlindSide_019.mp4,2025-12-09 12:55:51.430,102.94,0,105,"[104, 103, 101, 101, 102, 104, 105, 104, 103, 102, 103, 102, 103, 104, 103, 102, 103, 104]",5,4
debjit2001,TheBlindSide_020.mp4,2025-10-22 07:19:23.824,61.35,1,64,"[61, 63, 64, 62, 60, 61, 62, 63, 63, 62, 59, 60, 59, 58, 61, 63, 62]",5,4
aritra,TheBlindSide_020.mp4,2025-11-06 08:43:37.890,73.59,1,77,"[74, 73, 73, 74, 76, 77, 76, 75, 73, 72, 71, 72, 74, 74, 71, 72, 74, 74, 72, 73, 74, 75]",4,2
sayantankuila,TheBlindSide_020.mp4,2025-11-21 13:36:23.028,96.44,0,99,"[96, 96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98, 98, 96, 94, 96]",4,4
ajaycc17,TheBlindSide_020.mp4,2025-12-25 13:20:43.985,99.88,2,102,"[99, 101, 100, 99, 100, 99, 100, 101, 100, 98, 99, 100, 102, 99, 100, 101]",4,2
debjit2001,TheBlindSide_021.mp4,2025-10-15 17:38:10.335,65.33,1,69,"[65, 65, 64, 63, 64, 69, 68, 65, 64, 66, 66, 66, 65, 64, 65, 66, 65, 66]",5,2
Nishant,TheBlindSide_021.mp4,2025-10-17 08:26:53.379,80.35,-2,84,"[82, 81, 81, 81, 81, 78, 77, 78, 82, 83, 84, 83, 82, 80, 80, 81, 78, 77, 78, 80]",3,2
pranjal123,TheBlindSide_021.mp4,2025-10-29 11:38:06.732,76.06,1,80,"[79, 78, 77, 77, 75, 74, 73, 74, 75, 76, 76, 76, 75, 75, 77, 80]",3,2
aritra,TheBlindSide_021.mp4,2025-11-06 08:30:19.667,83.33,4,87,"[83, 84, 86, 87, 86, 84, 84, 82, 80, 79, 80, 82, 81, 82, 83, 84, 86, 87]",3,1
sayantankuila,TheBlindSide_021.mp4,2025-11-21 12:42:51.599,89.77,-1,93,"[89, 91, 92, 93, 93, 92, 91, 88, 87, 89, 87, 87, 88]",4,4
ajaycc17,TheBlindSide_021.mp4,2025-12-09 12:42:30.592,105.62,-2,109,"[106, 106, 104, 103, 104, 105, 106, 105, 105, 106, 107, 106, 105, 105, 105, 106, 105, 107, 109, 109, 104]",4,2
Nishant,TheBlindSide_022.mp4,2025-10-17 09:38:55.954,82.68,-7,92,"[86, 84, 83, 82, 80, 82, 84, 82, 79, 81, 84, 91, 92, 87, 84, 77, 76, 78, 79]",3,3
debjit2001,TheBlindSide_022.mp4,2025-10-23 15:48:57.521,65.88,-2,71,"[65, 64, 65, 66, 64, 69, 71, 68, 67, 68, 66, 66, 66, 66, 64, 62, 63]",4,2
pranjal123,TheBlindSide_022.mp4,2025-10-29 11:00:31.628,78.47,1,80,"[78, 78, 77, 79, 78, 77, 79, 80, 79, 79, 78, 79, 78, 79, 79]",2,2
aritra,TheBlindSide_022.mp4,2025-11-06 10:12:56.874,85.94,2,90,"[84, 87, 89, 87, 84, 82, 80, 81, 84, 85, 88, 90, 90, 90, 87, 86, 87, 86]",3,3
sayantankuila,TheBlindSide_022.mp4,2025-11-21 12:48:40.384,90.53,0,95,"[90, 89, 90, 92, 92, 92, 91, 92, 95, 93, 87, 87, 87, 89, 91, 91, 91, 91, 90]",4,3
ajaycc17,TheBlindSide_022.mp4,2025-12-25 13:05:59.779,98.11,0,106,"[98, 100, 99, 98, 97, 94, 95, 95, 94, 95, 96, 97, 102, 106, 103, 101, 97, 99, 98]",4,2
debjit2001,TheBlindSide_024.mp4,2025-10-15 16:40:06.338,75.79,11,83,"[70, 72, 74, 72, 71, 70, 71, 73, 75, 76, 77, 79, 81, 83, 81, 78, 77, 79, 81]",3,3
sayantankuila,TheBlindSide_024.mp4,2025-11-21 13:21:32.632,88.38,1,91,"[87, 89, 90, 85, 88, 90, 90, 87, 88, 89, 88, 87, 87, 88, 88, 89, 90, 91, 90, 87, 88]",3,3
ajaycc17,TheBlindSide_024.mp4,2025-12-09 12:57:43.640,102.22,-4,106,"[104, 105, 106, 103, 101, 100, 99, 100, 101, 101, 103, 104, 102, 103, 105, 102, 101, 100]",2,1
debjit2001,TheBlindSide_025.mp4,2025-10-23 14:50:36.455,65.56,-6,73,"[70, 71, 73, 70, 63, 65, 68, 66, 64, 63, 61, 62, 62, 63, 64, 64]",4,2
pranjal123,TheBlindSide_025.mp4,2025-10-29 11:24:04.019,73.5,-6,78,"[78, 77, 74, 70, 71, 72, 70, 69, 73, 76, 77, 76, 74, 73, 74, 74, 73, 72]",3,3
aritra,TheBlindSide_025.mp4,2025-11-06 10:54:51.295,75.0,7,81,"[71, 72, 73, 72, 73, 74, 73, 74, 72, 71, 81, 81, 81, 79, 78]",3,2
sayantankuila,TheBlindSide_025.mp4,2025-11-20 07:52:03.301,77.95,-6,82,"[82, 79, 78, 76, 74, 76, 77, 79, 82, 81, 80, 79, 78, 79, 77, 76, 77, 78, 77, 76, 76]",4,4
ajaycc17,TheBlindSide_025.mp4,2025-12-25 13:23:41.710,96.5,2,101,"[97, 98, 97, 95, 92, 91, 93, 93, 91, 93, 99, 100, 99, 100, 101, 100, 99, 99]",4,2
Nishant,TheBlindSide_027.mp4,2025-10-17 10:08:14.257,82.21,0,84,"[84, 83, 82, 81, 80, 80, 81, 80, 82, 84, 83, 84, 83, 84]",3,2
debjit2001,TheBlindSide_027.mp4,2025-10-23 15:30:36.317,68.11,9,76,"[64, 65, 66, 63, 62, 64, 68, 73, 74, 76, 68, 69, 70, 67, 65, 68, 69, 70, 73]",2,2
aritra,TheBlindSide_027.mp4,2025-10-28 13:49:26.781,66.4,-4,69,"[68, 68, 67, 67, 67, 66, 65, 66, 67, 66, 65, 65, 65, 66, 68, 69, 68, 66, 65, 64]",3,1
pranjal123,TheBlindSide_027.mp4,2025-10-29 11:01:27.969,78.75,1,80,"[79, 79, 78, 79, 78, 79, 79, 80, 79, 79, 78, 77, 78, 79, 79, 80]",2,3
sayantankuila,TheBlindSide_027.mp4,2025-11-21 13:20:22.026,86.14,6,92,"[82, 82, 80, 80, 83, 90, 92, 91, 84, 83, 83, 85, 87, 89, 90, 85, 88, 90, 90, 87, 88]",3,4
ajaycc17,TheBlindSide_027.mp4,2025-12-25 13:27:26.501,95.9,-5,101,"[101, 98, 99, 100, 99, 97, 93, 91, 93, 91, 89, 90, 93, 96, 98, 99, 100, 98, 97, 96]",2,2
Nishant,TheBlindSide_028.mp4,2025-10-17 08:31:44.526,80.0,5,84,"[79, 78, 80, 81, 82, 80, 79, 81, 81, 80, 78, 76, 77, 80, 81, 80, 81, 82, 84]",2,2
debjit2001,TheBlindSide_028.mp4,2025-10-22 07:17:06.682,61.26,-1,66,"[63, 60, 60, 62, 60, 59, 58, 57, 57, 58, 59, 63, 66, 65, 66, 64, 63, 62, 62]",3,3
aritra,TheBlindSide_028.mp4,2025-11-06 10:45:23.818,74.8,-2,80,"[78, 74, 72, 70, 73, 78, 77, 79, 80, 78, 77, 76, 74, 72, 73, 75, 73, 72, 69, 76]",2,1
ajaycc17,TheBlindSide_028.mp4,2025-11-16 13:31:57.408,84.94,-1,88,"[85, 85, 86, 86, 88, 88, 86, 86, 83, 82, 81, 82, 84, 84, 87, 87, 84]",1,2
sayantankuila,TheBlindSide_028.mp4,2025-11-21 13:12:14.745,88.05,1,98,"[85, 82, 82, 83, 85, 84, 85, 86, 84, 83, 83, 84, 89, 94, 96, 98, 97, 98, 95, 90, 88, 86]",2,2
Nishant,TheBlindSide_029.mp4,2025-10-17 09:44:20.033,79.47,1,83,"[79, 80, 80, 79, 78, 79, 77, 77, 78, 79, 80, 79, 78, 80, 81, 82, 83, 81, 80]",4,3
debjit2001,TheBlindSide_029.mp4,2025-10-23 15:02:55.015,68.41,-1,75,"[64, 66, 68, 70, 72, 74, 75, 70, 68, 69, 72, 71, 69, 66, 63, 63, 63]",3,3
pranjal123,TheBlindSide_029.mp4,2025-10-29 10:53:54.377,78.43,-2,80,"[79, 78, 79, 80, 80, 79, 78, 78, 79, 79, 79, 77, 76, 77]",2,2
aritra,TheBlindSide_029.mp4,2025-11-06 11:01:32.380,75.15,-9,84,"[77, 78, 79, 78, 73, 72, 76, 78, 82, 84, 80, 77, 76, 74, 71, 71, 71, 70, 68, 68]",2,3
sayantankuila,TheBlindSide_029.mp4,2025-11-21 12:54:42.719,92.62,-1,95,"[94, 93, 93, 94, 95, 91, 92, 90, 92, 93, 94, 93, 92, 91, 92, 93]",3,2
debjit2001,TheBlindSide_031.mp4,2025-10-23 14:59:21.230,71.85,4,79,"[64, 65, 66, 70, 69, 72, 77, 78, 79, 77, 75, 72, 71, 72, 71, 70, 74, 76, 71, 68]",4,3
pranjal123,TheBlindSide_031.mp4,2025-10-29 11:51:35.122,79.68,-3,84,"[82, 81, 79, 79, 80, 81, 83, 84, 81, 80, 79, 78, 76, 77, 78, 80, 79, 78, 79]",3,2
aritra,TheBlindSide_031.mp4,2025-11-06 08:42:34.479,74.83,-8,79,"[79, 78, 76, 73, 74, 75, 75, 73, 76, 77, 76, 75, 74, 73, 73, 74, 76, 77, 76, 75, 73, 72, 71]",3,2
ajaycc17,TheBlindSide_031.mp4,2025-11-16 13:29:50.496,83.28,4,86,"[82, 81, 80, 79, 80, 81, 82, 84, 86, 84, 85, 85, 84, 84, 85, 86, 85, 86]",3,2
sayantankuila,TheBlindSide_031.mp4,2025-11-20 08:07:29.878,76.32,-10,83,"[80, 76, 74, 75, 77, 77, 76, 75, 76, 77, 79, 81, 83, 79, 76, 74, 73, 72, 70]",4,4
debjit2001,TheBlindSide_032.mp4,2025-10-23 15:42:19.459,63.52,-15,76,"[75, 71, 76, 73, 66, 62, 65, 63, 61, 58, 59, 58, 60, 62, 63, 64, 64, 63, 61, 59, 59, 59, 60]",5,2
pranjal123,TheBlindSide_032.mp4,2025-10-29 10:57:22.931,78.5,1,80,"[77, 79, 78, 79, 77, 78, 79, 78, 79, 80, 78, 78, 79, 80, 79, 78]",3,2
aritra,TheBlindSide_032.mp4,2025-11-06 11:01:00.371,77.29,-1,84,"[75, 77, 78, 77, 78, 79, 78, 73, 72, 76, 78, 82, 84, 80, 77, 76, 74]",2,4
sayantankuila,TheBlindSide_032.mp4,2025-11-21 13:39:28.629,94.31,-3,98,"[96, 98, 97, 94, 93, 93, 93, 92, 93, 96, 97, 96, 94, 92, 92, 93]",3,4
ajaycc17,TheBlindSide_032.mp4,2025-12-25 13:23:10.143,96.24,2,100,"[98, 97, 96, 97, 98, 99, 98, 97, 98, 97, 95, 92, 91, 93, 93, 91, 93, 99, 100, 99, 100]",4,2
Nishant,TheBlindSide_033.mp4,2025-10-17 08:57:59.751,81.21,-3,85,"[84, 81, 80, 82, 84, 85, 81, 81, 79, 80, 81, 80, 79, 77, 81, 82, 83, 82, 81]",3,1
debjit2001,TheBlindSide_033.mp4,2025-10-23 15:06:23.087,65.71,-3,74,"[67, 70, 74, 73, 70, 66, 64, 65, 67, 70, 65, 61, 60, 59, 61, 64, 68, 66, 63, 63, 64]",4,4
pranjal123,TheBlindSide_033.mp4,2025-10-29 11:08:13.322,80.69,-8,85,"[85, 84, 84, 83, 82, 82, 80, 77, 77, 77, 78, 79, 83, 84, 79, 77]",3,3
aritra,TheBlindSide_033.mp4,2025-11-06 08:44:02.698,73.3,-4,77,"[77, 76, 75, 73, 72, 71, 72, 74, 74, 71, 72, 74, 74, 72, 73, 74, 75, 73, 71, 73]",4,2
sayantankuila,TheBlindSide_033.mp4,2025-11-21 12:55:59.789,91.63,-3,95,"[93, 92, 91, 92, 93, 94, 93, 91, 91, 91, 92, 95, 93, 92, 90, 90, 89, 89, 90]",3,2
ajaycc17,TheBlindSide_033.mp4,2025-12-25 12:33:03.858,96.17,-5,106,"[99, 105, 106, 105, 101, 97, 96, 95, 93, 91, 92, 94, 92, 90, 93, 95, 93, 94]",4,3
debjit2001,TheBlindSide_034.mp4,2025-10-23 15:39:18.343,70.0,7,75,"[65, 67, 71, 71, 70, 69, 68, 68, 66, 67, 72, 74, 75, 73, 72, 70, 72]",5,4
aritra,TheBlindSide_034.mp4,2025-10-28 15:42:25.464,75.64,4,79,"[74, 73, 75, 74, 74, 76, 76, 76, 77, 79, 78]",3,2
sayantankuila,TheBlindSide_034.mp4,2025-11-21 13:00:44.809,86.22,4,94,"[83, 81, 81, 82, 82, 82, 82, 86, 91, 92, 94, 94, 90, 87, 85, 86, 87, 87]",3,3
ajaycc17,TheBlindSide_034.mp4,2025-12-09 12:54:46.940,103.45,0,108,"[103, 104, 106, 107, 108, 102, 100, 102, 102, 103, 107, 104, 103, 101, 101, 102, 104, 105, 104, 103, 102, 103]",4,3
debjit2001,TheBlindSide_035.mp4,2025-10-15 17:29:26.626,66.15,-2,79,"[62, 64, 65, 68, 72, 73, 79, 72, 69, 68, 68, 62, 64, 68, 64, 63, 59, 61, 62, 60]",5,3
Nishant,TheBlindSide_035.mp4,2025-10-17 09:55:34.090,78.68,1,83,"[79, 81, 83, 82, 81, 78, 73, 71, 74, 78, 79, 79, 80, 81, 80, 79, 79, 78, 80]",3,3
pranjal123,TheBlindSide_035.mp4,2025-10-29 11:03:14.669,78.73,-1,82,"[79, 80, 80, 81, 82, 80, 79, 78, 77, 76, 77, 78, 77, 79, 78]",2,2
aritra,TheBlindSide_035.mp4,2025-11-06 08:24:30.382,81.33,-10,88,"[85, 87, 88, 88, 87, 86, 85, 83, 82, 81, 79, 77, 76, 77, 78, 80, 82, 80, 77, 75, 75]",5,3
ajaycc17,TheBlindSide_035.mp4,2025-11-16 13:31:31.869,85.0,2,88,"[85, 86, 85, 86, 85, 85, 85, 86, 86, 88, 88, 86, 86, 83, 82, 81, 82, 84, 84, 87]",2,2
sayantankuila,TheBlindSide_035.mp4,2025-11-21 13:38:50.925,94.84,2,98,"[94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93, 93, 93, 92, 93, 96, 97, 96]",3,3
Nishant,TheBlindSide_036.mp4,2025-10-17 09:50:48.287,81.0,1,84,"[81, 82, 82, 84, 84, 83, 82, 81, 80, 79, 79, 78, 78, 80, 81, 82]",3,3
debjit2001,TheBlindSide_036.mp4,2025-10-23 14:58:12.373,71.85,-1,80,"[80, 77, 75, 74, 73, 70, 71, 72, 71, 69, 65, 64, 65, 66, 70, 69, 72, 77, 78, 79]",4,3
aritra,TheBlindSide_036.mp4,2025-11-06 10:26:09.598,78.33,-2,84,"[80, 79, 79, 78, 77, 77, 76, 75, 76, 76, 76, 76, 77, 78, 79, 79, 82, 84, 83, 80, 78]",2,1
sayantankuila,TheBlindSide_036.mp4,2025-11-21 13:06:15.837,88.2,-2,90,"[89, 88, 87, 88, 88, 88, 89, 88, 88, 89, 90, 88, 88, 88, 87]",3,2
ajaycc17,TheBlindSide_036.mp4,2025-12-25 13:34:57.333,92.55,1,96,"[93, 95, 95, 90, 91, 91, 92, 93, 94, 96, 93, 94, 94, 93, 93, 91, 90, 89, 90, 94]",3,3
debjit2001,TheBlindSide_037.mp4,2025-10-23 14:41:58.265,66.56,7,71,"[64, 65, 67, 66, 63, 65, 64, 64, 64, 64, 66, 68, 70, 69, 69, 69, 70, 71]",4,3
aritra,TheBlindSide_037.mp4,2025-10-28 15:36:42.328,77.62,1,80,"[77, 79, 79, 80, 79, 77, 75, 75, 76, 76, 77, 78, 80, 79, 77, 78]",3,1
pranjal123,TheBlindSide_037.mp4,2025-10-29 11:48:49.665,78.83,4,82,"[77, 77, 77, 76, 77, 79, 78, 78, 78, 79, 81, 82, 81, 80, 79, 80, 79, 81]",3,2
sayantankuila,TheBlindSide_037.mp4,2025-11-21 13:10:47.463,86.95,2,92,"[83, 85, 86, 87, 87, 88, 88, 89, 90, 89, 90, 92, 91, 90, 85, 82, 82, 83, 85]",3,3
ajaycc17,TheBlindSide_037.mp4,2025-12-25 12:09:31.822,95.2,2,101,"[99, 93, 89, 90, 92, 95, 97, 98, 96, 93, 94, 91, 92, 94, 96, 97, 98, 99, 100, 101]",4,2
Nishant,TheBlindSide_038.mp4,2025-10-17 10:10:25.536,80.72,-1,84,"[83, 81, 78, 77, 78, 80, 81, 80, 79, 80, 81, 84, 83, 81, 80, 82, 83, 82]",4,2
debjit2001,TheBlindSide_038.mp4,2025-10-23 14:38:39.872,69.13,-8,75,"[70, 69, 70, 72, 73, 71, 69, 69, 65, 64, 65, 67, 72, 75, 71, 70, 66, 68, 73, 72, 71, 66, 62]",4,3
pranjal123,TheBlindSide_038.mp4,2025-10-29 11:32:44.537,75.9,6,82,"[69, 69, 68, 71, 75, 80, 79, 82, 81, 80, 81, 80, 78, 75, 76, 75, 75, 75, 74, 75]",4,3
aritra,TheBlindSide_038.mp4,2025-11-06 10:22:23.687,75.95,2,78,"[76, 77, 77, 76, 74, 75, 75, 76, 75, 74, 75, 76, 77, 75, 75, 75, 77, 78, 78, 78]",4,3
sayantankuila,TheBlindSide_038.mp4,2025-11-21 12:24:56.620,92.94,3,100,"[96, 72, 86, 88, 89, 90, 91, 92, 93, 94, 94, 95, 99, 100, 100, 97, 98, 99]",5,5
ajaycc17,TheBlindSide_038.mp4,2025-12-09 13:13:43.051,106.33,1,109,"[104, 106, 105, 106, 106, 108, 109, 109, 109, 108, 107, 104, 105, 104, 105]",5,4
debjit2001,TheBlindSide_039.mp4,2025-10-15 17:31:26.413,68.55,2,79,"[64, 68, 69, 71, 69, 66, 63, 61, 62, 66, 73, 76, 79, 77, 72, 71, 67, 66, 65, 66]",4,4
aritra,TheBlindSide_039.mp4,2025-11-06 09:10:29.389,76.22,3,80,"[72, 71, 74, 75, 76, 75, 77, 80, 79, 77, 76, 76, 77, 79, 79, 78, 76, 75]",2,2
sayantankuila,TheBlindSide_039.mp4,2025-11-21 13:26:32.350,109.42,-16,117,"[106, 117, 115, 116, 114, 116, 114, 113, 112, 113, 109, 112, 109, 108, 111, 105, 103, 96, 90]",3,3
debjit2001,TheBlindSide_040.mp4,2025-10-15 16:38:22.903,70.65,5,74,"[69, 71, 73, 70, 67, 68, 70, 71, 70, 69, 70, 72, 71, 69, 71, 74, 73, 69, 70, 72, 70, 72, 74]",4,3
aritra,TheBlindSide_040.mp4,2025-10-28 15:25:29.000,76.11,-5,80,"[80, 77, 74, 75, 77, 78, 77, 78, 79, 76, 73, 72, 73, 74, 76, 79, 77, 75]",3,1
pranjal123,TheBlindSide_040.mp4,2025-10-29 11:53:59.251,80.86,-2,83,"[82, 78, 79, 80, 82, 83, 83, 82, 81, 82, 83, 82, 82, 81, 81, 78, 79, 82, 81, 79, 79, 80]",4,4
sayantankuila,TheBlindSide_040.mp4,2025-11-21 13:02:02.140,87.3,-4,94,"[92, 94, 94, 90, 87, 85, 86, 87, 87, 86, 86, 86, 87, 86, 85, 83, 84, 86, 87, 88]",3,3
ajaycc17,TheBlindSide_040.mp4,2025-12-09 12:41:52.138,105.32,1,107,"[104, 105, 105, 106, 107, 106, 106, 106, 104, 103, 104, 105, 106, 105, 105, 106, 107, 106, 105]",3,1
debjit2001,TheBlindSide_041.mp4,2025-10-23 15:48:11.840,64.71,5,71,"[61, 62, 61, 60, 61, 66, 64, 63, 62, 65, 64, 65, 66, 64, 69, 71, 68, 67, 68, 66, 66]",5,3
aritra,TheBlindSide_041.mp4,2025-10-28 13:58:15.684,70.71,7,79,"[63, 64, 65, 68, 69, 71, 75, 76, 75, 67, 65, 66, 68, 69, 77, 79, 78, 76, 73, 71, 70]",4,1
sayantankuila,TheBlindSide_041.mp4,2025-11-21 13:34:39.563,96.06,5,103,"[91, 91, 92, 93, 93, 94, 95, 96, 98, 100, 103, 101, 99, 97, 97, 97, 96]",4,4
ajaycc17,TheBlindSide_041.mp4,2025-12-25 12:55:41.381,94.75,-2,100,"[97, 96, 97, 95, 99, 100, 97, 95, 92, 91, 89, 88, 92, 96, 98, 95, 96, 95, 92, 95]",4,2
debjit2001,TheBlindSide_042.mp4,2025-10-15 17:01:58.809,69.41,4,74,"[65, 70, 69, 68, 69, 71, 72, 70, 67, 68, 70, 71, 70, 70, 72, 74, 72, 68, 65, 67, 70, 69]",5,2
Nishant,TheBlindSide_042.mp4,2025-10-17 10:09:35.430,81.33,-4,85,"[83, 84, 83, 84, 85, 84, 83, 81, 78, 77, 78, 80, 81, 80, 79]",3,3
aritra,TheBlindSide_042.mp4,2025-10-28 15:16:44.077,77.5,-3,83,"[80, 81, 79, 77, 76, 75, 74, 74, 75, 76, 80, 82, 83, 81, 78, 76, 75, 75, 76, 77]",3,1
sayantankuila,TheBlindSide_042.mp4,2025-11-21 13:41:47.762,98.24,-2,102,"[102, 101, 101, 99, 98, 96, 96, 97, 99, 98, 97, 97, 96, 98, 98, 97, 100]",5,5
debjit2001,TheBlindSide_043.mp4,2025-10-23 14:35:56.863,63.69,6,68,"[62, 63, 63, 61, 62, 63, 63, 63, 64, 65, 65, 66, 68]",4,3
aritra,TheBlindSide_043.mp4,2025-11-06 08:40:56.672,81.15,-6,91,"[79, 79, 77, 77, 77, 78, 80, 82, 82, 83, 85, 87, 88, 91, 89, 83, 79, 78, 76, 73]",5,3
