participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal,V_Cognitive_Alignment,V_Emotional_Resonance,V_Avg_Drift,A_Cognitive_Alignment,A_Emotional_Resonance,A_Avg_Drift,movie_name
Nishant,LadyBird_056.mp4,2025-10-17 09:48:59.920,81.06,0,84,"[82, 82, 84, 84, 83, 82, 81, 80, 79, 79, 78, 78, 80, 81, 82, 82]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
aritra,LadyBird_056.mp4,2025-11-06 10:25:48.929,75.76,-7,84,"[82, 84, 83, 80, 78, 77, 74, 72, 72, 71, 72, 72, 73, 74, 73, 76, 75]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_056.mp4,2025-11-20 07:42:12.514,82.55,5,86,"[80, 81, 82, 83, 84, 85, 86, 83, 79, 80, 85]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_056.mp4,2025-12-09 14:13:41.247,100.68,-1,106,"[103, 100, 104, 99, 98, 99, 100, 101, 100, 101, 106, 103, 96, 97, 100, 102, 101, 101, 102]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
Nishant,LadyBird_057.mp4,2025-10-17 09:41:37.606,79.56,-1,83,"[81, 83, 83, 81, 80, 79, 79, 79, 80, 80, 79, 78, 79, 77, 77, 78, 79, 80]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_057.mp4,2025-10-23 14:57:08.640,71.6,7,79,"[69, 65, 64, 65, 66, 70, 69, 72, 77, 78, 79, 77, 75, 72, 71, 72, 71, 70, 74, 76]",2,1,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
aritra,LadyBird_057.mp4,2025-11-06 10:53:15.310,76.0,3,81,"[73, 74, 73, 74, 72, 71, 81, 81, 81, 79, 78, 76, 75, 76, 76, 76]",2,3,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_057.mp4,2025-11-21 12:56:19.575,89.5,-9,95,"[91, 92, 91, 88, 87, 88, 91, 92, 91, 95, 95, 92, 90, 89, 88, 86, 83, 82]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_057.mp4,2025-12-09 13:49:52.147,100.41,-1,106,"[103, 106, 105, 104, 102, 98, 100, 94, 99, 101, 100, 98, 99, 98, 98, 100, 102]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_066.mp4,2025-10-23 16:06:39.035,76.73,0,95,"[65, 63, 68, 72, 75, 95, 87, 83, 78, 85, 93, 89, 76, 82, 78, 75, 73, 74, 72, 72, 68, 65]",2,2,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_066.mp4,2025-10-29 11:36:26.386,76.88,5,82,"[75, 74, 73, 74, 75, 76, 76, 76, 75, 75, 77, 80, 81, 82, 81, 80]",3,4,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_066.mp4,2025-11-06 08:38:00.826,78.5,1,83,"[82, 80, 77, 75, 77, 76, 75, 77, 79, 79, 77, 77, 77, 78, 80, 82, 82, 83]",5,2,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_066.mp4,2025-11-21 13:35:11.514,94.37,-1,98,"[97, 95, 95, 96, 98, 98, 96, 94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
Nishant,LadyBird_068.mp4,2025-10-17 08:43:07.601,83.17,5,87,"[82, 80, 81, 82, 83, 82, 80, 82, 81, 81, 82, 85, 85, 87, 86, 85, 86, 87]",2,2,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_068.mp4,2025-10-23 15:29:59.767,66.29,0,74,"[69, 70, 67, 65, 68, 69, 70, 73, 71, 74, 72, 69, 66, 64, 61, 62, 63, 59, 58, 58, 60, 66, 68, 69]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_068.mp4,2025-10-29 11:24:29.718,72.0,-3,75,"[72, 73, 72, 72, 74, 74, 74, 75, 74, 73, 72, 71, 69, 68, 70, 69]",2,3,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_068.mp4,2025-11-06 08:34:33.532,80.16,-1,83,"[81, 82, 80, 78, 76, 77, 79, 78, 80, 82, 83, 81, 80, 80, 82, 83, 82, 79, 80]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_068.mp4,2025-11-21 13:00:12.664,86.79,-5,94,"[94, 90, 87, 85, 86, 87, 87, 86, 86, 86, 87, 86, 85, 83, 84, 86, 87, 88, 89]",2,1,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_068.mp4,2025-12-09 12:32:24.477,107.23,-1,111,"[108, 106, 106, 108, 110, 111, 111, 110, 108, 106, 108, 105, 106, 105, 106, 105, 104, 106, 107, 108, 108, 107]",1,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_069.mp4,2025-10-15 16:58:38.782,71.57,-6,78,"[76, 77, 76, 78, 77, 75, 73, 74, 75, 71, 69, 65, 63, 65, 70, 69, 68, 69, 71, 72, 70]",2,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
Nishant,LadyBird_069.mp4,2025-10-17 09:28:17.488,83.1,2,88,"[83, 83, 82, 84, 83, 82, 81, 80, 78, 80, 81, 85, 83, 88, 87, 85, 83, 84, 85, 85]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
aritra,LadyBird_069.mp4,2025-11-06 09:01:15.835,77.0,10,82,"[72, 73, 74, 79, 81, 80, 79, 80, 80, 80, 79, 77, 75, 73, 73, 72, 72, 74, 80, 82, 82]",1,4,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_069.mp4,2025-11-21 12:39:05.597,90.46,-3,92,"[92, 92, 92, 92, 91, 92, 92, 90, 88, 88, 89, 89, 89]",2,2,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_069.mp4,2025-12-09 12:57:01.506,100.69,3,105,"[102, 103, 105, 102, 101, 100, 101, 100, 98, 97, 98, 99, 99, 100, 101, 105]",2,5,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_077.mp4,2025-10-15 16:54:50.622,70.81,4,75,"[71, 72, 69, 67, 68, 65, 68, 70, 71, 72, 73, 72, 70, 70, 70, 71, 73, 73, 73, 74, 75]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
Nishant,LadyBird_077.mp4,2025-10-17 10:06:09.092,82.14,0,84,"[83, 84, 83, 82, 81, 80, 80, 81, 80, 82, 84, 83, 84, 83]",3,4,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
sayantankuila,LadyBird_077.mp4,2025-11-21 12:33:00.418,95.88,3,98,"[92, 93, 94, 96, 96, 96, 97, 97, 98, 97, 96, 97, 97, 97, 96, 95]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_077.mp4,2025-12-25 12:14:03.667,96.32,-1,100,"[96, 99, 96, 95, 94, 95, 96, 96, 96, 97, 98, 97, 98, 100, 99, 94, 93, 96, 95]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_080.mp4,2025-10-23 14:34:10.123,64.14,8,70,"[62, 63, 63, 61, 62, 63, 63, 63, 64, 65, 65, 66, 68, 70]",3,4,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
aritra,LadyBird_080.mp4,2025-10-28 15:38:11.873,79.95,-8,85,"[81, 81, 81, 81, 81, 81, 81, 79, 79, 80, 84, 85, 84, 81, 79, 77, 76, 75, 73]",1,4,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_080.mp4,2025-11-21 12:43:15.185,88.56,3,92,"[88, 85, 83, 85, 83, 83, 90, 91, 91, 89, 90, 92, 92, 91, 89, 90, 91, 91]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_080.mp4,2025-12-25 12:38:55.196,97.8,3,105,"[97, 98, 97, 98, 99, 96, 93, 95, 98, 105, 101, 98, 96, 95, 96, 97, 98, 99, 100, 100]",2,3,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_081.mp4,2025-10-23 15:00:30.970,68.82,3,75,"[66, 67, 65, 64, 64, 66, 68, 70, 72, 74, 75, 70, 68, 69, 72, 71, 69]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_081.mp4,2025-10-29 11:33:58.897,75.94,6,80,"[73, 74, 75, 75, 75, 76, 80, 78, 76, 74, 73, 73, 74, 77, 79, 80, 79]",3,1,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_081.mp4,2025-11-06 10:17:28.093,79.74,-4,85,"[84, 85, 85, 84, 82, 81, 80, 79, 77, 76, 76, 76, 76, 78, 77, 78, 80, 81, 80]",2,3,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_081.mp4,2025-11-21 12:32:15.243,94.85,1,97,"[96, 96, 95, 95, 94, 93, 92, 93, 94, 96, 96, 96, 97]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_081.mp4,2025-12-25 13:19:12.936,99.71,-1,102,"[99, 100, 101, 100, 98, 99, 100, 102, 99, 100, 101, 100, 99, 98]",3,3,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_088.mp4,2025-10-15 16:26:53.555,69.89,0,72,"[69, 70, 70, 69, 70, 70, 71, 72, 72, 69, 67, 68, 68, 69, 71, 71, 72, 71, 69]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
Nishant,LadyBird_088.mp4,2025-10-17 09:45:31.749,80.0,6,85,"[73, 73, 74, 74, 78, 79, 82, 85, 83, 80, 82, 83, 84, 84, 84, 82, 81, 79]",4,5,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
pranjal123,LadyBird_088.mp4,2025-10-29 11:02:34.943,79.0,0,86,"[77, 78, 77, 79, 78, 80, 81, 86, 85, 82, 78, 77, 76, 77, 76, 77]",5,4,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_088.mp4,2025-11-06 08:39:49.975,79.05,-10,91,"[83, 85, 87, 88, 91, 89, 83, 79, 78, 76, 73, 74, 75, 75, 73, 76, 77, 76, 75, 74, 73]",3,2,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_088.mp4,2025-11-21 13:17:40.978,83.84,7,92,"[82, 82, 79, 78, 81, 82, 82, 80, 80, 83, 90, 92, 91, 84, 83, 83, 85, 87, 89]",3,4,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_088.mp4,2025-12-09 12:46:04.584,102.41,3,105,"[101, 103, 103, 104, 103, 102, 105, 103, 101, 100, 101, 102, 101, 101, 103, 104, 104]",1,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
Nishant,LadyBird_092.mp4,2025-10-17 09:59:07.012,78.82,4,82,"[75, 75, 76, 77, 78, 79, 80, 79, 79, 80, 81, 82, 81, 80, 79, 80, 79]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_092.mp4,2025-10-22 07:29:30.334,66.24,17,74,"[57, 56, 57, 61, 63, 63, 64, 67, 69, 71, 72, 73, 70, 69, 68, 72, 74]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_092.mp4,2025-10-29 11:13:03.245,75.4,-2,77,"[75, 76, 76, 76, 75, 75, 76, 76, 77, 76, 76, 76, 75, 73, 73]",2,1,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_092.mp4,2025-11-06 10:28:58.915,79.0,-1,82,"[80, 80, 82, 82, 78, 76, 77, 76, 80, 81, 79, 78, 78, 79]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_092.mp4,2025-11-20 08:00:37.575,73.57,8,82,"[72, 68, 67, 69, 70, 75, 76, 74, 70, 70, 72, 71, 70, 69, 69, 74, 82, 79, 81, 79, 77, 78, 80]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_092.mp4,2025-12-09 13:25:36.232,101.77,-3,105,"[104, 103, 103, 104, 104, 105, 105, 101, 102, 101, 103, 101, 102, 101, 101, 102, 101, 97, 98, 100, 100, 101]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_093.mp4,2025-10-23 15:47:52.736,66.25,1,71,"[67, 68, 66, 66, 66, 66, 64, 62, 63, 63, 64, 69, 67, 70, 71, 68]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_093.mp4,2025-10-29 11:52:30.322,81.87,4,87,"[83, 82, 81, 82, 83, 82, 82, 81, 81, 78, 79, 82, 81, 79, 79, 80, 81, 83, 82, 84, 86, 85, 87]",3,1,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_093.mp4,2025-11-06 09:07:20.361,74.53,4,77,"[73, 74, 76, 77, 76, 77, 75, 73, 72, 74, 72, 71, 74, 75, 76, 75, 77]",3,2,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_093.mp4,2025-11-21 12:28:01.303,93.0,-4,95,"[93, 94, 94, 95, 95, 94, 95, 95, 94, 90, 88, 89]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_093.mp4,2025-12-25 12:54:08.580,94.26,-5,100,"[99, 100, 97, 95, 92, 91, 89, 88, 92, 96, 98, 95, 96, 95, 92, 95, 94, 93, 94]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
Nishant,LadyBird_099.mp4,2025-10-17 10:05:04.368,81.94,-1,84,"[81, 82, 84, 84, 83, 82, 81, 82, 80, 79, 82, 83, 84, 83, 82, 81, 80]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_099.mp4,2025-10-23 15:08:23.773,64.9,-1,72,"[66, 65, 66, 67, 68, 70, 72, 71, 68, 66, 64, 64, 60, 60, 61, 61, 61, 61, 62, 65]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
aritra,LadyBird_099.mp4,2025-11-06 10:15:55.021,81.19,-6,87,"[87, 84, 80, 78, 78, 79, 79, 80, 79, 80, 79, 80, 81, 79, 81, 84, 85, 85, 84, 82, 81]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_099.mp4,2025-11-21 13:38:18.803,96.7,3,104,"[93, 92, 93, 96, 97, 96, 94, 92, 92, 93, 95, 99, 101, 104, 102, 101, 101, 99, 98, 96]",3,2,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_099.mp4,2025-12-25 12:40:24.350,97.65,-2,102,"[97, 98, 99, 100, 100, 102, 100, 99, 97, 94, 97, 98, 98, 97, 96, 95, 97, 98, 96, 95]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,LadyBird_104.mp4,2025-10-15 17:43:40.711,63.55,-5,70,"[66, 64, 65, 66, 65, 63, 62, 62, 63, 69, 70, 66, 63, 63, 63, 61, 59, 60, 60, 61]",2,2,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
aritra,LadyBird_104.mp4,2025-11-06 08:37:16.598,79.17,-5,84,"[82, 83, 82, 81, 82, 84, 82, 80, 77, 75, 77, 76, 75, 77, 79, 79, 77, 77]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_104.mp4,2025-11-21 13:29:58.785,94.23,1,95,"[93, 92, 93, 94, 95, 95, 95, 94, 95, 95, 95, 95, 94]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_104.mp4,2025-12-09 13:53:27.352,108.45,1,113,"[109, 108, 109, 109, 106, 102, 102, 105, 106, 108, 109, 106, 107, 111, 112, 113, 112, 111, 110, 111, 110, 110]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
Nishant,LadyBird_109.mp4,2025-10-17 08:35:51.818,82.05,3,86,"[82, 85, 86, 85, 83, 80, 82, 84, 82, 81, 76, 77, 78, 79, 80, 81, 84, 85, 86, 85]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_109.mp4,2025-10-23 14:56:47.155,71.24,1,79,"[70, 71, 72, 71, 69, 65, 64, 65, 66, 70, 69, 72, 77, 78, 79, 77, 75, 72, 71, 72, 71]",3,2,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_109.mp4,2025-10-29 11:44:21.407,77.06,-2,80,"[79, 78, 75, 76, 77, 76, 77, 76, 77, 79, 80, 77, 77, 76, 77, 77, 76, 77]",3,2,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
aritra,LadyBird_109.mp4,2025-11-06 10:14:06.670,84.32,0,87,"[84, 86, 85, 84, 84, 84, 85, 84, 83, 82, 83, 85, 86, 87, 85, 82, 83, 82, 84, 86, 87, 84]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,LadyBird
sayantankuila,LadyBird_109.mp4,2025-11-21 12:51:54.170,92.12,2,95,"[91, 90, 89, 90, 92, 93, 94, 94, 93, 93, 94, 95, 91, 92, 90, 92, 93]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_109.mp4,2025-12-09 14:10:33.579,99.78,-5,108,"[108, 107, 103, 103, 102, 100, 99, 97, 97, 98, 97, 98, 97, 97, 97, 96, 97, 103]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
Nishant,LadyBird_110.mp4,2025-10-17 09:53:25.906,78.58,0,83,"[78, 79, 81, 83, 82, 81, 78, 73, 71, 74, 78, 79, 79, 80, 81, 80, 79, 79, 78]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,LadyBird
debjit2001,LadyBird_110.mp4,2025-10-23 15:40:34.122,62.52,-5,73,"[73, 66, 62, 65, 63, 61, 58, 59, 58, 60, 62, 63, 64, 64, 63, 61, 59, 59, 59, 60, 64, 67, 68]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,LadyBird
pranjal123,LadyBird_110.mp4,2025-10-29 11:07:33.539,77.2,-6,84,"[78, 79, 83, 84, 79, 77, 80, 79, 77, 76, 73, 74, 77, 78, 75, 73, 75, 78, 77, 72]",3,3,32.12,35.77,-1.38,23.72,30.29,-1.741,LadyBird
sayantankuila,LadyBird_110.mp4,2025-11-21 13:29:44.455,94.36,-1,96,"[96, 94, 93, 92, 93, 94, 95, 95, 95, 94, 95, 95, 95, 95]",4,2,43.43,67.88,-0.69,41.97,49.64,-1.201,LadyBird
ajaycc17,LadyBird_110.mp4,2025-12-25 12:18:02.472,93.29,-6,99,"[99, 98, 94, 96, 98, 95, 89, 92, 90, 91, 93, 92, 93, 95, 93, 94, 92, 91, 90, 91, 93]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,LadyBird
debjit2001,TheBlindSide_000.mp4,2025-10-23 15:51:01.613,66.38,6,74,"[61, 64, 67, 65, 64, 64, 65, 67, 65, 63, 62, 63, 66, 70, 72, 74, 70, 69, 67, 69, 67]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
aritra,TheBlindSide_000.mp4,2025-11-06 08:38:23.414,80.56,14,91,"[77, 76, 75, 77, 79, 79, 77, 77, 77, 78, 80, 82, 82, 83, 85, 87, 88, 91]",2,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheBlindSide
sayantankuila,TheBlindSide_000.mp4,2025-11-21 13:00:26.505,86.61,6,91,"[85, 86, 87, 87, 86, 86, 86, 87, 86, 85, 83, 84, 86, 87, 88, 89, 90, 91]",3,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheBlindSide
ajaycc17,TheBlindSide_000.mp4,2025-12-09 14:00:31.786,101.17,-2,104,"[100, 101, 102, 101, 104, 101, 101, 99, 102, 104, 103, 102, 101, 100, 103, 102, 97, 98]",3,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheBlindSide
debjit2001,TheBlindSide_001.mp4,2025-10-15 17:42:43.269,64.12,4,69,"[65, 64, 63, 62, 64, 63, 64, 66, 64, 65, 66, 65, 63, 62, 62, 63, 69]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
Nishant,TheBlindSide_001.mp4,2025-10-17 10:02:24.533,78.63,-4,83,"[79, 80, 79, 80, 81, 81, 82, 81, 83, 82, 79, 77, 76, 75, 76, 75, 76, 77, 75]",3,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheBlindSide
aritra,TheBlindSide_001.mp4,2025-10-28 15:27:16.812,78.31,3,83,"[75, 75, 74, 73, 75, 81, 83, 83, 82, 81, 79, 79, 78]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheBlindSide
pranjal123,TheBlindSide_001.mp4,2025-10-29 10:58:16.118,78.12,2,80,"[77, 76, 77, 78, 78, 77, 79, 78, 77, 79, 80, 79, 79, 78, 79, 78, 79]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheBlindSide
sayantankuila,TheBlindSide_001.mp4,2025-11-21 13:11:20.227,91.68,0,98,"[89, 94, 96, 98, 97, 98, 95, 90, 88, 86, 93, 96, 94, 93, 91, 90, 88, 87, 88, 89, 88, 89]",3,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheBlindSide
ajaycc17,TheBlindSide_001.mp4,2025-12-09 12:31:44.022,107.62,-1,111,"[107, 105, 107, 108, 109, 110, 108, 106, 106, 108, 110, 111, 111, 110, 108, 106, 108, 105, 106, 105, 106]",3,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheBlindSide
Nishant,TheBlindSide_002.mp4,2025-10-17 09:25:11.481,82.31,0,88,"[80, 86, 88, 84, 81, 80, 84, 82, 81, 84, 82, 81, 81, 82, 81, 80]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheBlindSide
debjit2001,TheBlindSide_002.mp4,2025-10-23 14:39:45.456,65.78,5,70,"[64, 67, 65, 64, 65, 67, 66, 63, 65, 64, 64, 64, 64, 66, 68, 70, 69, 69]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
aritra,TheBlindSide_002.mp4,2025-10-28 13:48:52.824,66.38,-7,71,"[68, 69, 68, 66, 65, 64, 65, 66, 66, 70, 71, 71, 70, 68, 66, 65, 63, 65, 64, 63, 61]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheBlindSide
pranjal123,TheBlindSide_002.mp4,2025-10-29 11:23:29.414,72.88,0,75,"[74, 74, 73, 72, 71, 71, 71, 73, 72, 73, 72, 72, 74, 74, 74, 75, 74]",3,2,32.12,35.77,-1.38,23.72,30.29,-1.741,TheBlindSide
sayantankuila,TheBlindSide_002.mp4,2025-11-20 07:57:21.017,78.19,-3,83,"[81, 80, 83, 81, 80, 80, 77, 76, 75, 76, 77, 77, 77, 76, 77, 78]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheBlindSide
ajaycc17,TheBlindSide_002.mp4,2025-12-09 13:57:55.136,105.0,1,112,"[107, 112, 111, 104, 105, 102, 104, 105, 106, 105, 102, 104, 103, 101, 104, 103, 104, 104, 105, 106, 108]",3,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheBlindSide
Nishant,TheBlindSide_003.mp4,2025-10-17 10:04:23.387,80.75,8,84,"[76, 78, 79, 78, 80, 79, 78, 81, 82, 84, 84, 83, 82, 81, 82, 80, 79, 82, 83, 84]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheBlindSide
debjit2001,TheBlindSide_003.mp4,2025-10-22 07:29:54.482,70.75,25,83,"[57, 61, 63, 63, 64, 67, 69, 71, 72, 73, 70, 69, 68, 72, 74, 77, 79, 81, 83, 82]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
aritra,TheBlindSide_003.mp4,2025-11-06 08:42:53.855,74.61,6,79,"[72, 74, 74, 72, 73, 74, 75, 73, 71, 73, 75, 75, 75, 76, 76, 78, 79, 78]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheBlindSide
sayantankuila,TheBlindSide_003.mp4,2025-11-21 12:53:13.043,92.22,-3,95,"[95, 91, 92, 90, 92, 93, 94, 93, 92, 91, 92, 93, 94, 93, 91, 91, 91, 92]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheBlindSide
ajaycc17,TheBlindSide_003.mp4,2025-12-09 12:47:52.313,103.9,1,109,"[103, 104, 104, 103, 101, 102, 103, 104, 104, 103, 104, 105, 104, 106, 103, 102, 104, 109, 106, 104]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheBlindSide
debjit2001,TheBlindSide_004.mp4,2025-10-15 17:06:08.990,71.38,-3,74,"[74, 74, 72, 71, 71, 71, 71, 70, 71, 71, 70, 71, 71]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
Nishant,TheBlindSide_004.mp4,2025-10-17 09:54:18.767,79.28,8,84,"[71, 74, 78, 79, 79, 80, 81, 80, 79, 79, 78, 80, 81, 84, 82, 81, 82, 79]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheBlindSide
aritra,TheBlindSide_004.mp4,2025-11-06 10:51:12.494,72.83,-2,78,"[74, 78, 75, 76, 77, 73, 71, 71, 75, 75, 71, 68, 69, 70, 71, 72, 73, 72]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheBlindSide
sayantankuila,TheBlindSide_004.mp4,2025-11-21 13:36:46.588,94.63,5,98,"[92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93, 93, 93, 92, 93, 96, 97]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheBlindSide
ajaycc17,TheBlindSide_004.mp4,2025-12-25 13:33:06.274,92.58,1,96,"[95, 90, 91, 91, 92, 93, 94, 96, 93, 94, 94, 93, 93, 91, 90, 89, 90, 94, 96]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheBlindSide
debjit2001,TheBlindSide_005.mp4,2025-10-23 14:55:26.215,73.55,-8,83,"[72, 73, 72, 76, 77, 79, 78, 83, 80, 77, 75, 74, 73, 70, 71, 72, 71, 69, 65, 64]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheBlindSide
pranjal123,TheBlindSide_005.mp4,2025-10-29 11:10:38.562,75.57,-5,79,"[77, 75, 75, 76, 79, 78, 77, 76, 75, 76, 75, 74, 73, 72]",3,4,32.12,35.77,-1.38,23.72,30.29,-1.741,TheBlindSide
